training_seed,task,std_key,candidate_count,sharp_cert_pass_rate,sharp_cert_pass_n,sharp_cert_pass_lower95_wilson,flip_risk_upper95_from_coverage,observed_flip_rate,flip_when_sharp_cert_fail_rate,risk_coverage_aurc
3072,PushT,0.05,32,0.8199999928474426,82,0.7486477981314302,0.25135220186856977,0.05999999865889549,0.3333333432674408,0.005
3072,PushT,0.05,65,0.7900000214576721,79,0.7158127511828283,0.2841872488171717,0.05000000074505806,0.2380952388048172,0.003666666666666666
3072,PushT,0.06,8,0.8700000047683716,87,0.8048062640785283,0.1951937359214717,0.10000000149011612,0.7692307829856873,0.0064444444444444445
3072,PushT,0.06,16,0.8399999737739563,84,0.7708713799517315,0.2291286200482685,0.07999999821186066,0.5,0.0057777777777777775
3072,PushT,0.06,32,0.8199999928474426,82,0.7486477981314302,0.25135220186856977,0.07000000029802322,0.3888888955116272,0.0085
3072,PushT,0.06,65,0.800000011920929,80,0.7266961911903833,0.2733038088096167,0.07999999821186066,0.4000000059604645,0.007333333333333332
3072,PushT,0.07,8,0.9599999785423279,96,0.9138471026288194,0.08615289737118059,0.009999999776482582,0.25,0.00020000000000000017
3072,PushT,0.07,16,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.009999999776482582,0.1428571492433548,0.0003499999999999998
3072,PushT,0.07,32,0.8899999856948853,89,0.8279141735549224,0.17208582644507764,0.029999999329447746,0.27272728085517883,0.0014999999999999996
3072,PushT,0.07,65,0.8600000143051147,86,0.793406218062001,0.20659378193799904,0.019999999552965164,0.1428571492433548,0.0009999999999999998
3072,PushT,0.08,8,0.949999988079071,95,0.9008389147209472,0.09916108527905276,0.009999999776482582,0.20000000298023224,0.0002500000000000002
3072,PushT,0.08,16,0.9100000262260437,91,0.8515117505459098,0.14848824945409023,0.019999999552965164,0.2222222238779068,0.0008999999999999998
3072,PushT,0.08,32,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.019999999552965164,0.2857142984867096,0.0006999999999999996
3072,PushT,0.08,65,0.8799999952316284,88,0.8163055403243499,0.18369445967565012,0.029999999329447746,0.25,0.0021666666666666666
3073,PushT,0.0,8,0.019999999552965164,2,0.0066406435950121315,0.9933593564049878,0.699999988079071,0.7142857313156128,0.6147222222222223
3073,PushT,0.0,16,0.009999999776482582,1,0.0022340928334547497,0.9977659071665452,0.8399999737739563,0.8484848737716675,0.7174444444444446
