task,training_seed,evidence_split,sigma_max,sigma_eval,clean_success,stress_success,ir_raw_q90,ir_reference_raw_q90,ir_relative_q90,neg_ir_relative_q90,sr,ir_only_pass,ir_and_sr_pass,natural_sr_veto,different_state_pair_count,retention_pp,retention_ratio,exposure_good,retention_pp_centered,retention_ratio_centered,neg_ir_relative_q90_centered,sr_centered,exposure_good_centered
TwoRoom,3072,development,0.5,0.16,89.0,89.3333,0.1070818305015564,2.1254587173461914,0.05038057414507528,-0.05038057414507528,0.9836065173149109,True,True,False,61,0.33329999999999416,1.0037449438202246,-0.32,-2.177106250000005,-0.02385114624221707,-0.06997701645693621,-0.06762294250074774,-0.17375000000000007
TwoRoom,3072,development,0.5,0.32,89.0,89.6667,0.20150378346443176,2.21677827835083,0.09089938557785775,-0.09089938557785775,0.9836065173149109,True,True,False,61,0.6667000000000058,1.0074910112359552,-0.64,-1.2187062499999923,-0.010743146958093197,-0.004507521454997332,-0.04918030428234488,0.02482142857142844
TwoRoom,3072,development,0.5,0.64,89.0,89.3333,0.5344719886779785,2.1687135696411133,0.2464465553034857,-0.2464465553034857,0.9672130346298218,True,True,False,61,0.33329999999999416,1.0037449438202246,-1.28,6.4062187499999945,0.06629909235725728,0.16119355047832162,0.20286881260108203,0.42196428571428535
TwoRoom,3072,development,0.7,0.08,72.3333,72.3333,0.1108405664563179,1.819216251373291,0.060927647481516564,-0.060927647481516564,0.9836065173149109,True,True,False,61,0.0,1.0,-0.1142857142857143,-0.7604312500000026,-0.0034037988697622756,-0.059412205553586867,-0.06967211293522269,-0.39875000000000005
TwoRoom,3072,development,0.7,0.16,72.3333,72.0,0.21350647509098053,2.1254587173461914,0.1004519510769707,-0.1004519510769707,0.9672130346298218,True,True,False,61,-0.33329999999999416,0.9953921637751908,-0.2285714285714286,-1.5937312499999976,-0.015138881056245834,-0.061958708503912885,-0.06762297230307013,-0.25375000000000014
TwoRoom,3072,development,0.7,0.32,72.3333,69.3333,0.3968587815761566,2.21677827835083,0.1790250226880603,-0.1790250226880603,0.9508196115493774,True,True,False,61,-3.0,0.9585253265093671,-0.4571428571428572,-3.6354312500000026,-0.04264378645367639,-0.034543473680281184,-0.0655737571651116,0.03624999999999989
TwoRoom,3072,development,0.7,0.64,72.3333,71.0,0.6719008684158325,2.1687135696411133,0.30981540292894516,-0.30981540292894516,0.9508196115493774,False,False,False,61,-1.3332999999999942,0.9815672726116464,-0.9142857142857144,5.989593750000002,0.06118646637968417,0.15591438773778088,0.20286884240340441,0.6162499999999995
TwoRoom,3072,development,1.0,0.08,69.0,66.6667,0.10964950919151306,1.819216251373291,0.06027293847487388,-0.06027293847487388,0.9999999403953552,True,True,False,61,-2.333299999999994,0.9661840579710146,-0.08,-3.510381249999994,-0.04247898495730529,-0.06243558969631574,-0.0655737720662728,-0.4930357142857143
TwoRoom,3072,development,1.0,0.16,69.0,67.0,0.2114158272743225,2.1254587173461914,0.09946832914181106,-0.09946832914181106,0.9999999403953552,True,True,False,61,-2.0,0.9710144927536232,-0.16,-3.6770812500000005,-0.04477579613637106,-0.06465317971812481,-0.047131148749031126,-0.3137500000000001
TwoRoom,3072,development,1.0,0.32,69.0,70.0,0.3797591030597687,2.21677827835083,0.17131127040016383,-0.17131127040016383,0.9672130346298218,True,True,False,61,1.0,1.0144927536231885,-0.32,-0.052081249999999635,0.008064396601587531,-0.030507814541756273,-0.06147541629616171,0.044821428571428346
TwoRoom,3072,development,1.0,0.64,69.0,69.3333,0.660275936126709,2.1687135696411133,0.3044551135611578,-0.3044551135611578,0.9344261884689331,False,False,False,61,0.33329999999999416,1.0048304347826087,-0.64,7.239543749999993,0.07919038449208882,0.1575965839561967,0.17418033711146563,0.7619642857142854
TwoRoom,3072,development,1.5,0.08,60.0,59.0,0.10752213001251221,1.819216251373291,0.059103545238970816,-0.059103545238970816,0.8852458596229553,True,False,True,61,-1.0,0.9833333333333333,-0.05333333333333334,-1.76040625,-0.016754691479044403,-0.08562902015125937,-0.004098361008800566,-0.5663690476190477
TwoRoom,3072,development,1.5,0.16,60.0,61.3333,0.21293188631534576,2.1254587173461914,0.10018161471572057,-0.10018161471572057,0.8360655307769775,True,False,True,61,1.3333000000000013,1.0222216666666666,-0.10666666666666667,0.07289375000000042,0.015006395892614544,-0.08972928898288102,-0.03483606653753668,-0.3604166666666667
TwoRoom,3072,development,1.5,0.32,60.0,57.0,0.3422490358352661,2.21677827835083,0.1543902875527461,-0.1543902875527461,0.7868852019309998,True,False,True,61,-3.0,0.95,-0.21333333333333335,-3.63540625,-0.04785333890565879,-0.037949655385185244,-0.0655737571651116,0.051488095238094944
TwoRoom,3072,development,1.5,0.64,60.0,58.0,0.48661792278289795,2.1687135696411133,0.22438090930718219,-0.22438090930718219,0.6885245442390442,True,False,True,61,-2.0,0.9666666666666667,-0.4266666666666667,5.322918749999999,0.049601634492088986,0.2133079645193256,0.10450818471144885,0.8752976190476187
TwoRoom,3073,replication,0.1,0.08,97.6666666667,97.3333333333,0.09084019809961319,1.683279275894165,0.053966207153211994,-0.053966207153211994,0.9836065173149109,True,True,False,61,-0.3333333333999917,0.9965870307160422,-0.7999999999999999,8.3229166666625,0.0869778866961739,0.18831181624118015,0.13985655852593482,1.486964285714286
TwoRoom,3073,replication,0.1,0.16,97.6666666667,98.3333333333,0.1931619644165039,2.0207908153533936,0.09558731311965309,-0.09558731311965309,0.9836065173149109,True,True,False,61,0.6666666666000083,1.006825938565868,-1.5999999999999999,8.57291666665,0.08620790252408972,0.1810145570306662,0.15829918929375708,0.94625
TwoRoom,3073,replication,0.1,0.32,97.6666666667,96.3333333333,0.7054847478866577,2.0577094554901123,0.34284954370228277,-0.34284954370228277,0.9672130346298218,False,False,False,61,-1.3333333333999917,0.9863481228662163,-3.1999999999999997,6.989583333325001,0.06889350938370697,0.024599105741794136,0.1480532477144152,-0.13517857142857137
TwoRoom,3073,replication,0.1,0.64,97.6666666667,56.0,2.3240129947662354,2.0471694469451904,1.1352323561853437,-1.1352323561853437,0.032786883413791656,False,False,False,61,-41.666666666699996,0.573378839590248,-6.3999999999999995,-23.885416666637504,-0.24207929860397082,-0.3939254790136405,-0.4462089955341071,-2.298035714285714
TwoRoom,3073,replication,0.2,0.08,98.0,98.0,0.07502434402704239,1.683279275894165,0.0445703485461075,-0.0445703485461075,0.9836065173149109,True,True,False,61,0.0,1.0,-0.39999999999999997,2.6562499999875024,0.02879488653360296,0.14866860611546379,0.1316598488483578,0.38696428571428587
